latitude,longitude,timestamp
25.029816,121.570045,1706938070838
25.029816,121.570045,1706938071000
25.029816,121.570053,1706938071369
25.029812,121.570053,1706938072120
25.02981,121.570061,1706938073127
25.02981,121.570061,1706938074125
25.02981,121.570061,1706938075114
25.029812,121.570061,1706938076088
25.029812,121.570061,1706938077120
25.029812,121.570061,1706938078219
25.029812,121.570061,1706938079209
25.02981,121.570061,1706938080208
25.02981,121.570061,1706938081224
25.029808,121.570061,1706938082236
25.029808,121.570061,1706938083233
25.029808,121.570061,1706938084222
25.02981,121.570061,1706938085222
25.02981,121.570061,1706938086231
25.029812,121.570061,1706938087189
25.02981,121.570061,1706938088263
25.02981,121.570061,1706938089222
25.02981,121.570061,1706938090238
25.02981,121.570053,1706938091235
25.02981,121.570053,1706938092226
25.02981,121.570053,1706938093303
25.02981,121.570053,1706938094225
25.02981,121.570053,1706938095236
25.02981,121.570053,1706938096237
25.02981,121.570053,1706938097233
25.02981,121.570053,1706938098205
25.02981,121.570053,1706938099236
25.02981,121.570053,1706938100251
25.02981,121.570053,1706938101333
25.02981,121.570053,1706938102332
25.02981,121.570053,1706938103338
25.02981,121.570053,1706938104330
25.02981,121.570053,1706938105331
25.02981,121.570053,1706938106325
25.02981,121.570053,1706938107349
25.02981,121.570053,1706938108334
25.02981,121.570053,1706938109301
25.02981,121.570053,1706938110379
25.02981,121.570053,1706938111348
25.02981,121.570053,1706938112341
25.02981,121.570053,1706938113337
25.02981,121.570053,1706938114345
25.02981,121.570053,1706938115328
25.02981,121.570053,1706938116355
25.02981,121.570053,1706938117342
25.02981,121.570053,1706938118342
25.02981,121.570053,1706938119335
25.02981,121.570053,1706938120359
25.02981,121.570053,1706938121438
25.02981,121.570053,1706938122438
25.02981,121.570053,1706938123422
25.02981,121.570053,1706938124443
25.02981,121.570053,1706938125457
25.02981,121.570053,1706938126443
25.02981,121.570053,1706938127452
25.02981,121.570053,1706938128453
25.02981,121.570053,1706938129438
25.02981,121.570053,1706938130462
25.02981,121.570053,1706938131439
25.02981,121.570053,1706938132466
25.02981,121.570053,1706938133451
25.02981,121.570053,1706938134417
25.02981,121.570053,1706938135437
25.02981,121.570053,1706938136451
25.02981,121.570061,1706938137442
25.02981,121.570061,1706938138459
25.02981,121.570061,1706938139443
25.02981,121.570053,1706938140562
25.02981,121.570053,1706938141564
25.02981,121.570053,1706938142557
25.02981,121.570061,1706938143553
25.02981,121.570061,1706938144556
25.02981,121.570061,1706938145557
25.02981,121.570061,1706938146552
25.02981,121.570061,1706938147533
25.02981,121.570061,1706938148548
25.02981,121.570053,1706938149564
25.02981,121.570053,1706938150543
25.02981,121.570053,1706938151571
25.029814,121.570053,1706938152552
25.029821,121.570053,1706938153558
25.029835,121.570053,1706938154549
25.029839,121.570053,1706938155555
25.02984,121.570045,1706938156562
25.029842,121.570045,1706938157573
25.029842,121.570045,1706938158621
25.029844,121.570045,1706938159599
25.029844,121.570045,1706938160671
25.029846,121.570038,1706938161664
25.029846,121.570038,1706938162631
25.029846,121.570038,1706938163638
25.029846,121.570038,1706938164646
25.029846,121.570038,1706938165636
25.02985,121.570038,1706938166643
25.02985,121.570038,1706938167629
25.029861,121.57003,1706938168641
25.029869,121.570023,1706938169658
25.029875,121.570007,1706938170627
25.029881,121.57,1706938171661
25.029884,121.57,1706938172717
25.02989,121.569992,1706938173660
25.029896,121.569984,1706938174655
25.029903,121.569984,1706938175670
25.029907,121.569969,1706938176771
25.029907,121.569969,1706938177775
25.029926,121.569954,1706938178761
25.029936,121.569954,1706938179782
25.029942,121.569954,1706938180761
25.029955,121.569962,1706938181759
25.029966,121.569962,1706938182724
25.029974,121.569962,1706938183753
25.029982,121.569962,1706938184752
25.029985,121.569962,1706938185763
25.029995,121.569969,1706938186759
25.029999,121.569969,1706938187772
25.030003,121.569977,1706938188772
25.030006,121.569969,1706938189769
25.03001,121.569969,1706938190768
25.030014,121.569962,1706938191772
25.030018,121.569962,1706938192772
25.03002,121.569962,1706938193769
25.030022,121.569954,1706938194956
25.030027,121.569954,1706938195882
25.030033,121.569946,1706938196839
25.030035,121.569946,1706938197866
25.030037,121.569939,1706938199120
25.030039,121.569939,1706938199875
25.030041,121.569939,1706938200874
25.030041,121.569939,1706938201873
25.030039,121.569939,1706938202883
25.030039,121.569939,1706938203880
25.030037,121.569946,1706938204878
25.030037,121.569946,1706938205877
25.030035,121.569946,1706938206876
25.030035,121.569946,1706938207870
25.030035,121.569946,1706938208882
25.030033,121.569946,1706938209848
25.030033,121.569946,1706938210891
25.030033,121.569946,1706938211972
25.030025,121.569946,1706938212980
25.030014,121.569954,1706938213972
25.030003,121.569954,1706938214993
25.029989,121.569962,1706938216009
25.02997,121.569962,1706938216982
25.029947,121.569962,1706938217978
25.029934,121.569962,1706938219024
25.029924,121.569977,1706938219995
25.029919,121.569984,1706938220967
25.029915,121.569992,1706938221991
25.029913,121.569992,1706938222994
25.029905,121.569992,1706938223996
25.029894,121.569984,1706938224989
25.029886,121.569984,1706938226037
25.029879,121.569984,1706938226986
25.029871,121.569984,1706938227986
25.029867,121.569984,1706938228991
25.029861,121.569984,1706938230120
25.029852,121.569984,1706938231112
25.029844,121.569992,1706938232065
25.029837,121.569992,1706938233205
25.029839,121.569992,1706938234074
25.02984,121.569992,1706938235099
25.02984,121.569992,1706938236132
25.029842,121.569992,1706938237111
25.029842,121.57,1706938238103
25.02984,121.57,1706938239101
25.029839,121.57,1706938240118
25.029839,121.57,1706938241096
25.029837,121.57,1706938242120
25.029839,121.57,1706938243104
25.029839,121.57,1706938244067
25.029839,121.57,1706938245132
25.029839,121.57,1706938246105
25.02984,121.570007,1706938247191
25.02984,121.570007,1706938248211
25.02984,121.570007,1706938249203
25.02984,121.570007,1706938250257
25.029839,121.570007,1706938251207
25.029839,121.570007,1706938252202
25.029839,121.570007,1706938253210
25.029839,121.570007,1706938254222
25.029839,121.570007,1706938255315
25.029839,121.570007,1706938256184
25.029839,121.570007,1706938257225
25.029839,121.570007,1706938258228
25.029839,121.570007,1706938259212
25.029839,121.570007,1706938260221
25.029839,121.570007,1706938261268
25.029839,121.570007,1706938262242
25.029839,121.570007,1706938263236
25.029839,121.570007,1706938264231
25.029839,121.570007,1706938265339
25.029839,121.570007,1706938266333
25.029839,121.570007,1706938267309
25.029839,121.570007,1706938268348
25.029839,121.570007,1706938269345
25.029839,121.570007,1706938270341
25.029839,121.570007,1706938271352
25.029839,121.570007,1706938272335
25.029839,121.570007,1706938273345
25.029839,121.570007,1706938274344
25.029839,121.570007,1706938275334
25.029839,121.570007,1706938276346
25.029839,121.570007,1706938277354
25.029839,121.570015,1706938278429
25.02984,121.570023,1706938279334
25.02984,121.570023,1706938280332
25.02984,121.570023,1706938281345
25.029839,121.570023,1706938282332
25.029839,121.570023,1706938283461
25.029837,121.570015,1706938284442
25.029839,121.570015,1706938285452
25.02984,121.570015,1706938286487
25.029844,121.570007,1706938287433
25.029846,121.570007,1706938288433
25.029846,121.570007,1706938289421
25.029848,121.570007,1706938290453
25.029848,121.570007,1706938291439
25.02985,121.570015,1706938292467
25.029854,121.570015,1706938293468
25.029852,121.570015,1706938294451
25.02985,121.570023,1706938295434
25.029848,121.570023,1706938296464
25.029848,121.570023,1706938297521
25.029846,121.570023,1706938298543
25.029846,121.57003,1706938299562
25.029846,121.57003,1706938300538
25.029848,121.57003,1706938301551
25.029848,121.57003,1706938302548
25.029856,121.57003,1706938303548
25.029865,121.57003,1706938304557
25.029873,121.57003,1706938305564
25.029879,121.57003,1706938306523
25.029882,121.57003,1706938307541
25.029882,121.57003,1706938308558
25.029882,121.57003,1706938309548
25.029886,121.570023,1706938310609
25.029894,121.570023,1706938311547
25.0299,121.570007,1706938312561
25.0299,121.57,1706938313563
25.029902,121.569992,1706938314574
25.029902,121.569977,1706938315666
25.029905,121.569977,1706938316646
25.029909,121.569969,1706938317657
25.029917,121.569962,1706938318660
25.029932,121.569962,1706938319737
25.029932,121.569962,1706938320661
25.029943,121.569962,1706938321655
25.029964,121.569954,1706938322638
25.029976,121.569946,1706938323668
25.029985,121.569946,1706938324667
25.029997,121.569939,1706938325665
25.029999,121.569931,1706938326746
25.029989,121.569923,1706938327653
25.02998,121.569923,1706938328660
25.029976,121.569931,1706938329646
25.029974,121.569939,1706938330654
25.029972,121.569939,1706938331750
25.02997,121.569946,1706938332781
25.029976,121.569946,1706938333722
25.029982,121.569939,1706938334784
25.029987,121.569946,1706938335752
25.029993,121.569946,1706938336750
25.029993,121.569946,1706938337767
25.030003,121.569946,1706938338757
25.030001,121.569939,1706938339753
25.030001,121.569939,1706938340749
25.030001,121.569939,1706938341757
25.030001,121.569939,1706938342750
25.029999,121.569939,1706938343754
25.029999,121.569939,1706938344740
25.029997,121.569939,1706938345729
25.029993,121.569939,1706938346776
25.029993,121.569931,1706938347752
25.029993,121.569931,1706938348762
25.029997,121.569931,1706938349794
25.030001,121.569923,1706938350783
25.030003,121.569923,1706938351900
25.030006,121.569923,1706938352870
25.030014,121.569931,1706938353866
25.03002,121.569939,1706938354866
25.03002,121.569939,1706938355868
25.03002,121.569946,1706938356853
25.03002,121.569954,1706938357873
25.030018,121.569954,1706938358875
25.030018,121.569962,1706938359867
25.030018,121.569954,1706938360882
25.030018,121.569962,1706938361871
25.030018,121.569962,1706938362864
25.030018,121.569954,1706938363868
25.030018,121.569954,1706938364871
25.030018,121.569954,1706938365863
25.030012,121.569954,1706938366879
25.030006,121.569962,1706938367869
25.029999,121.569962,1706938368924
25.029993,121.569969,1706938369982
25.029987,121.569977,1706938370972
25.029984,121.569984,1706938371967
25.029984,121.569992,1706938372975
25.029982,121.569992,1706938373986
25.02998,121.569992,1706938374967
25.02998,121.569992,1706938375952
25.029985,121.569992,1706938376980
25.029993,121.569992,1706938377962
25.030005,121.569992,1706938378968
25.03001,121.57,1706938379974
25.030012,121.570007,1706938380930
