latitude,longitude,timestamp
25.030018,121.570015,1706938381970
25.030022,121.570023,1706938382963
25.030027,121.570023,1706938383967
25.030033,121.570023,1706938384963
25.030035,121.570023,1706938385963
25.030039,121.570015,1706938386977
25.030039,121.570015,1706938388070
25.030045,121.570023,1706938389083
25.030052,121.570023,1706938390071
25.030054,121.570023,1706938391077
25.030056,121.570023,1706938392041
25.030056,121.570023,1706938393044
25.030056,121.570023,1706938394077
25.030058,121.570023,1706938395078
25.030058,121.570023,1706938396081
25.030062,121.570023,1706938397076
25.030066,121.57003,1706938398081
25.030064,121.570038,1706938399087
25.030062,121.570045,1706938400076
25.030062,121.570053,1706938401084
25.03006,121.570061,1706938402016
25.030062,121.570061,1706938403060
25.030064,121.570068,1706938404083
25.030062,121.570076,1706938405079
25.030064,121.570076,1706938406070
25.030066,121.570068,1706938407089
25.030067,121.570068,1706938408212
25.030069,121.570068,1706938409179
25.030071,121.570068,1706938410185
25.030075,121.570061,1706938411206
25.030079,121.570061,1706938412194
25.030079,121.570061,1706938413175
25.030079,121.570061,1706938414179
25.030077,121.570061,1706938415140
25.030073,121.570068,1706938416199
25.030071,121.570068,1706938417182
25.030069,121.570068,1706938418191
25.030069,121.570068,1706938419192
25.030067,121.570068,1706938420181
25.030067,121.570068,1706938421183
25.030067,121.570068,1706938422184
25.030067,121.570068,1706938423198
25.030067,121.570068,1706938424187
25.030067,121.570068,1706938425191
25.030067,121.570068,1706938426252
25.030067,121.570068,1706938427281
25.030067,121.570068,1706938428283
25.030067,121.570068,1706938429279
25.030066,121.570068,1706938430288
25.030067,121.570076,1706938431293
25.030069,121.570084,1706938432285
25.030067,121.570091,1706938433316
25.030069,121.570099,1706938434281
25.030069,121.570107,1706938435299
25.030069,121.570114,1706938436277
25.030067,121.570122,1706938437351
25.03006,121.570137,1706938438303
25.03006,121.570145,1706938439299
25.030062,121.570152,1706938440259
25.030062,121.570152,1706938441299
25.030067,121.57016,1706938442288
25.030071,121.570168,1706938443387
25.030079,121.570168,1706938444563
25.030087,121.570175,1706938445390
25.03009,121.570175,1706938446391
25.030096,121.570175,1706938447400
25.030104,121.570183,1706938448402
25.030115,121.570183,1706938449451
25.030123,121.57019,1706938450390
25.030128,121.570198,1706938451414
25.030132,121.570206,1706938452373
25.030128,121.570206,1706938453414
25.030125,121.570213,1706938454393
25.030125,121.570221,1706938455407
25.030127,121.570221,1706938456404
25.030123,121.570221,1706938457401
25.030123,121.570213,1706938458414
25.030123,121.570213,1706938459401
25.030123,121.570213,1706938460701
25.030119,121.570213,1706938461503
25.030117,121.570221,1706938462515
25.030117,121.570221,1706938463509
25.030121,121.570229,1706938464433
25.030125,121.570229,1706938465516
25.030123,121.570236,1706938466533
25.030127,121.570244,1706938467504
25.030127,121.570244,1706938468541
25.030127,121.570251,1706938469509
25.030125,121.570244,1706938470508
25.030125,121.570244,1706938471507
25.03013,121.570251,1706938472501
25.030134,121.570251,1706938473482
25.030136,121.570244,1706938474502
25.030136,121.570244,1706938475468
25.030138,121.570244,1706938476553
25.030146,121.570244,1706938477560
25.030167,121.570251,1706938478520
25.030178,121.570251,1706938479512
25.030186,121.570259,1706938480619
25.03019,121.570259,1706938481626
25.030191,121.570259,1706938482606
25.030191,121.570259,1706938483615
25.030193,121.570259,1706938484616
25.030197,121.570259,1706938485606
25.030205,121.570259,1706938486580
25.030212,121.570267,1706938487594
25.030218,121.570267,1706938488613
25.030224,121.570267,1706938489606
25.03023,121.570267,1706938490605
25.03023,121.570267,1706938491595
25.030235,121.570259,1706938492607
25.030241,121.570259,1706938493597
25.030251,121.570259,1706938494613
25.030256,121.570259,1706938495623
25.030262,121.570267,1706938496729
25.03027,121.570267,1706938497719
25.030275,121.570274,1706938498691
25.030283,121.570274,1706938499708
25.030287,121.570282,1706938500717
25.030285,121.570282,1706938501716
25.030285,121.570282,1706938502713
25.030285,121.57029,1706938503708
25.030287,121.57029,1706938504705
25.030289,121.57029,1706938505699
25.030291,121.57029,1706938506766
25.030291,121.57029,1706938507724
25.0303,121.570282,1706938508707
25.0303,121.570282,1706938509699
25.030302,121.570282,1706938510720
25.030306,121.570282,1706938511744
25.030306,121.570282,1706938512716
25.030312,121.570282,1706938513717
25.030315,121.570274,1706938514708
25.030321,121.570274,1706938515821
25.030327,121.570274,1706938516821
25.030334,121.570274,1706938517833
25.030342,121.570274,1706938518808
25.030348,121.570274,1706938519826
25.030355,121.570274,1706938520765
25.030363,121.570267,1706938521795
25.030371,121.570267,1706938522821
25.030376,121.570267,1706938523824
25.03038,121.570274,1706938524801
25.030382,121.570274,1706938525819
25.030384,121.570274,1706938526820
25.030386,121.570274,1706938527832
25.030388,121.570274,1706938528831
25.030388,121.570274,1706938529824
25.03039,121.570274,1706938530833
25.03039,121.570267,1706938531938
25.030392,121.570267,1706938532926
25.030394,121.570267,1706938533875
25.030394,121.570267,1706938535129
25.030396,121.570267,1706938535921
25.030397,121.570267,1706938536940
25.030397,121.570267,1706938537923
25.030397,121.570267,1706938538906
25.030405,121.570274,1706938539935
25.030413,121.570282,1706938540910
25.030413,121.57029,1706938541940
25.030413,121.570297,1706938542920
25.030411,121.570297,1706938543931
25.030411,121.570297,1706938544880
25.030409,121.570297,1706938545918
25.030407,121.570312,1706938546918
25.030405,121.570312,1706938547924
25.030405,121.57032,1706938548929
25.030405,121.57032,1706938549927
25.030403,121.57032,1706938550926
25.030401,121.570312,1706938551926
25.030403,121.570312,1706938553025
25.030403,121.570312,1706938554033
25.030405,121.570312,1706938555027
25.030405,121.570305,1706938555979
25.030405,121.570305,1706938557020
25.030405,121.570305,1706938558015
25.030405,121.570305,1706938559048
25.030407,121.570305,1706938560026
25.030407,121.570305,1706938561025
25.030407,121.570305,1706938562026
25.030407,121.570305,1706938563040
25.030407,121.570305,1706938564032
25.030407,121.570305,1706938565049
25.030407,121.570305,1706938566028
25.030407,121.570305,1706938566989
25.030407,121.570305,1706938568037
25.030407,121.570305,1706938569020
25.030407,121.570305,1706938570024
25.030407,121.570305,1706938571023
25.030407,121.570297,1706938572024
25.030407,121.570297,1706938573029
25.030407,121.570297,1706938574131
25.030407,121.570297,1706938575119
25.030407,121.570297,1706938576134
25.030407,121.570297,1706938577144
25.030407,121.570297,1706938578087
25.030407,121.570297,1706938579144
25.030407,121.570297,1706938580131
25.030407,121.570297,1706938581135
25.030409,121.570297,1706938582131
25.030409,121.570297,1706938583137
25.030409,121.570297,1706938584125
25.030409,121.570297,1706938585144
25.030409,121.570297,1706938586129
25.030409,121.570297,1706938587137
25.030409,121.570297,1706938588139
25.030409,121.570297,1706938589147
25.030409,121.570297,1706938590126
25.030409,121.570297,1706938591244
25.030409,121.570297,1706938592237
25.030409,121.570297,1706938593221
25.030409,121.570297,1706938594226
25.030409,121.570297,1706938595226
25.030409,121.570297,1706938596246
25.030409,121.570297,1706938597236
25.030409,121.570297,1706938598244
25.030409,121.570297,1706938599225
25.030409,121.570297,1706938600236
25.030409,121.570297,1706938601241
25.030409,121.570297,1706938602203
25.030409,121.570297,1706938603241
25.030409,121.570297,1706938604243
25.030409,121.570297,1706938605232
25.030409,121.570297,1706938606275
25.030409,121.570297,1706938607230
25.030409,121.570297,1706938608228
25.030409,121.570297,1706938609254
25.030411,121.570297,1706938610253
25.030411,121.570297,1706938611235
25.030411,121.570297,1706938612342
25.030411,121.570297,1706938613333
25.030411,121.570297,1706938614328
25.030411,121.570297,1706938615338
25.030411,121.570297,1706938616311
25.030411,121.570297,1706938617354
25.030411,121.570297,1706938618352
25.030411,121.570297,1706938619346
25.030411,121.570305,1706938620334
25.030411,121.570305,1706938621352
25.030411,121.570305,1706938622354
25.030411,121.570305,1706938623339
25.030411,121.570305,1706938624352
25.030411,121.570305,1706938625339
25.030413,121.570305,1706938626335
25.030413,121.570305,1706938627325
25.030413,121.570305,1706938628342
25.030413,121.570305,1706938629334
25.030413,121.570305,1706938630350
25.030413,121.570305,1706938631354
25.030413,121.570305,1706938632334
25.030413,121.570305,1706938633450
25.030413,121.570305,1706938634451
25.030413,121.570305,1706938635431
25.030413,121.570305,1706938636443
25.030413,121.570305,1706938637451
25.030413,121.570305,1706938638407
25.030413,121.570305,1706938639448
25.030413,121.570305,1706938640433
25.030413,121.570305,1706938641448
25.030413,121.570305,1706938642470
25.030413,121.570305,1706938643448
25.030413,121.570305,1706938644453
25.030413,121.570305,1706938645450
25.030413,121.570305,1706938646454
25.030413,121.570305,1706938647462
25.030413,121.570305,1706938648448
25.030413,121.570305,1706938649452
25.030413,121.570305,1706938650422
25.030413,121.570305,1706938651461
25.030413,121.570305,1706938652550
25.030413,121.570305,1706938653540
25.030413,121.570305,1706938654552
25.030413,121.570305,1706938655552
25.030413,121.570305,1706938656555
25.030413,121.570305,1706938657550
25.030413,121.570305,1706938658552
25.030413,121.570305,1706938659570
25.030413,121.570305,1706938660553
25.030413,121.570305,1706938661535
25.030413,121.570305,1706938662557
25.030413,121.570305,1706938663552
25.030413,121.570305,1706938664560
25.030413,121.570305,1706938665556
25.030413,121.570305,1706938666567
25.030413,121.570305,1706938667559
25.030415,121.570297,1706938668546
25.030415,121.57029,1706938669569
25.030415,121.570282,1706938670575
25.030415,121.570282,1706938671584
25.030415,121.570282,1706938672510
25.030415,121.570274,1706938673565
25.030413,121.570267,1706938674670
25.030411,121.570267,1706938675668
25.030409,121.570259,1706938676653
25.030407,121.570259,1706938677698
25.030411,121.570259,1706938678653
25.030415,121.570259,1706938679653
25.030418,121.570259,1706938680662
25.030424,121.570267,1706938681665
25.030424,121.570267,1706938682673
25.03043,121.570267,1706938683678
25.030432,121.570267,1706938684635
25.030436,121.570267,1706938685663
25.030436,121.570267,1706938686661
25.030437,121.570267,1706938687661
25.030437,121.570267,1706938688653
25.030437,121.570267,1706938689669
25.030437,121.570267,1706938690672
25.030437,121.570267,1706938691659
25.030437,121.570267,1706938692709
25.030443,121.570274,1706938693770
25.030447,121.570274,1706938694771
25.030453,121.570274,1706938695876
25.030455,121.570282,1706938696737
25.030457,121.570282,1706938697764
25.030457,121.570282,1706938698755
25.030457,121.570282,1706938699770
25.030457,121.570282,1706938700773
25.030458,121.570282,1706938701768
25.03046,121.570282,1706938702765
25.030462,121.570282,1706938703780
25.030466,121.570282,1706938704767
25.03047,121.570282,1706938705757
25.030476,121.570282,1706938706725
25.030478,121.57029,1706938707811
25.030478,121.57029,1706938708756
25.030478,121.57029,1706938709764
25.030478,121.57029,1706938710761
25.030478,121.57029,1706938711767
25.030478,121.57029,1706938712774
25.030476,121.570297,1706938713877
25.030472,121.570297,1706938714887
25.030474,121.570297,1706938715914
25.030472,121.570297,1706938716894
25.030472,121.570297,1706938717886
25.030476,121.570297,1706938718852
25.030479,121.570297,1706938719880
25.030483,121.570305,1706938720878
25.030491,121.570305,1706938721873
25.030499,121.570297,1706938722873
25.030504,121.570297,1706938723888
25.03051,121.570297,1706938724888
25.030516,121.570297,1706938725883
25.030521,121.570297,1706938726871
25.030529,121.570305,1706938727874
25.030535,121.570305,1706938728886
25.03054,121.570312,1706938729849
25.030546,121.570312,1706938730913
25.030552,121.570312,1706938731979
25.030558,121.57032,1706938732993
25.030563,121.57032,1706938733983
25.030573,121.570328,1706938734990
25.030582,121.570328,1706938735975
25.030588,121.570335,1706938737000
25.030596,121.570335,1706938737985
25.030607,121.570343,1706938738975
25.030617,121.570343,1706938739978
25.030628,121.570351,1706938740984
25.030634,121.570358,1706938741965
25.030634,121.570358,1706938742988
25.030636,121.570358,1706938743988
25.03064,121.570358,1706938744979
25.030645,121.570366,1706938745988
25.030651,121.570366,1706938746976
25.030655,121.570374,1706938747995
25.030659,121.570374,1706938749095
25.030664,121.570381,1706938750090
25.03067,121.570381,1706938751077
25.030676,121.570381,1706938752083
25.03068,121.570389,1706938753081
25.030685,121.570389,1706938754085
25.030691,121.570389,1706938755056
25.030697,121.570389,1706938756090
25.030704,121.570396,1706938757095
25.030714,121.570396,1706938758093
25.03072,121.570404,1706938759111
25.030725,121.570404,1706938760091
25.030733,121.570404,1706938761100
25.030741,121.570404,1706938762094
25.030746,121.570404,1706938763104
25.030754,121.570404,1706938764094
25.030762,121.570404,1706938765094
25.030767,121.570404,1706938766166
25.030775,121.570404,1706938767201
25.030785,121.570404,1706938768192
25.030792,121.570404,1706938769323
25.0308,121.570404,1706938770202
25.030807,121.570404,1706938771212
25.030813,121.570396,1706938772203
25.030819,121.570389,1706938773263
25.030827,121.570389,1706938774193
25.030832,121.570381,1706938775195
25.03084,121.570381,1706938776191
25.030848,121.570381,1706938777135
25.030853,121.570381,1706938778195
25.030859,121.570381,1706938779175
25.030863,121.570381,1706938780257
25.030867,121.570389,1706938781155
25.03087,121.570381,1706938782156
25.030876,121.570374,1706938783185
25.030882,121.570366,1706938784279
25.030888,121.570358,1706938785265
25.030899,121.570358,1706938786285
25.03091,121.570351,1706938787250
25.030918,121.570351,1706938788335
25.030924,121.570343,1706938789312
25.030931,121.570335,1706938790305
25.030937,121.570328,1706938791299
25.030945,121.570328,1706938792294
25.030951,121.57032,1706938793378
25.030954,121.570312,1706938794322
25.030954,121.570312,1706938795304
25.030954,121.570305,1706938796301
25.030956,121.570297,1706938797294
25.03096,121.57029,1706938798291
25.030964,121.570282,1706938799298
25.030964,121.570274,1706938800310
25.030966,121.570274,1706938801400
25.030968,121.570267,1706938802413
25.030972,121.570259,1706938803409
25.030975,121.570259,1706938804398
25.030977,121.570251,1706938805403
25.030981,121.570244,1706938806406
25.030985,121.570236,1706938807416
25.030987,121.570229,1706938808392
25.030987,121.570221,1706938809405
25.030991,121.570213,1706938810402
25.030993,121.570206,1706938811407
25.030994,121.570206,1706938812370
25.030998,121.570198,1706938813410
25.030996,121.570198,1706938814418
25.030994,121.57019,1706938815408
25.030994,121.57019,1706938816410
25.030993,121.570183,1706938817409
25.030991,121.570183,1706938818396
25.030989,121.570175,1706938819508
25.030987,121.570168,1706938820506
25.030987,121.57016,1706938821516
25.030987,121.57016,1706938822511
25.030985,121.570145,1706938823512
25.030985,121.570137,1706938824496
25.030985,121.570122,1706938825515
25.030983,121.570114,1706938826517
25.030981,121.570107,1706938827540
25.030977,121.570099,1706938828506
25.030972,121.570099,1706938829521
25.030972,121.570099,1706938830510
25.030966,121.570084,1706938831542
25.03096,121.570076,1706938832511
25.030954,121.570061,1706938833513
25.030949,121.570053,1706938834518
25.030945,121.570045,1706938835606
25.030941,121.570038,1706938836580
25.030941,121.570038,1706938837607
25.030937,121.570038,1706938838617
25.030933,121.570038,1706938839614
25.030924,121.570038,1706938840617
25.030918,121.570038,1706938841614
25.030912,121.57003,1706938842618
25.03091,121.570023,1706938843624
25.030905,121.570023,1706938844613
25.030897,121.570015,1706938845602
25.030897,121.570015,1706938846604
25.03089,121.570007,1706938847608
25.030874,121.570007,1706938848560
25.030867,121.570007,1706938849603
25.030861,121.570007,1706938850616
25.030853,121.570015,1706938851614
25.030842,121.570015,1706938852702
25.030832,121.570015,1706938853679
25.030823,121.570015,1706938854669
25.030819,121.570015,1706938855704
25.030813,121.570015,1706938856686
25.030813,121.570015,1706938857682
25.030811,121.570015,1706938858730
25.030813,121.570007,1706938859775
25.030819,121.570007,1706938860687
25.030823,121.570007,1706938861725
25.030825,121.570007,1706938862718
25.030825,121.570007,1706938863716
25.030827,121.570007,1706938864720
25.030828,121.570007,1706938865722
25.03083,121.57,1706938866721
25.030832,121.57,1706938867718
25.030838,121.569992,1706938868725
25.030846,121.569984,1706938869728
25.030851,121.569969,1706938870721
25.030857,121.569962,1706938871819
25.030865,121.569954,1706938872825
25.030872,121.569939,1706938873809
25.030878,121.569931,1706938874827
25.030886,121.569916,1706938875813
25.030893,121.569908,1706938876827
25.030901,121.569901,1706938877829
25.030905,121.569893,1706938878824
25.030909,121.569893,1706938879825
25.030914,121.569885,1706938880824
25.030918,121.569885,1706938881835
25.030918,121.569885,1706938882822
25.030912,121.569885,1706938883832
25.030909,121.569893,1706938884821
25.030903,121.569901,1706938885829
25.030899,121.569908,1706938886785
25.030901,121.569916,1706938887914
25.030903,121.569923,1706938888923
25.030897,121.569931,1706938889922
25.030891,121.569939,1706938890926
25.030884,121.569946,1706938891913
25.030876,121.569954,1706938892924
25.030869,121.569962,1706938893918
25.030861,121.569969,1706938894915
25.030855,121.569977,1706938895952
25.030848,121.569984,1706938896929
25.03084,121.57,1706938897918
25.030834,121.570007,1706938898907
25.030832,121.570007,1706938899914
25.03083,121.570015,1706938900919
25.030827,121.570023,1706938901929
25.030821,121.570023,1706938902943
25.030813,121.57003,1706938903927
25.030807,121.57003,1706938904924
25.030802,121.57003,1706938905991
25.0308,121.570038,1706938907028
25.030802,121.570038,1706938908030
25.030804,121.570038,1706938909024
25.0308,121.570038,1706938910016
25.030796,121.570038,1706938911121
25.030788,121.570045,1706938912024
25.030783,121.570053,1706938913056
25.030775,121.570061,1706938914044
25.030769,121.570068,1706938915031
25.030766,121.570068,1706938915987
25.03076,121.570076,1706938917034
25.030754,121.570084,1706938918032
25.030746,121.570091,1706938919032
25.030737,121.570091,1706938920043
25.030731,121.570091,1706938921039
25.030727,121.570091,1706938922013
25.030725,121.570091,1706938923026
25.03072,121.570091,1706938924326
25.030712,121.570091,1706938925124
25.030703,121.570091,1706938926155
25.030693,121.570084,1706938927190
25.030687,121.570076,1706938928145
25.030678,121.570076,1706938929131
25.030676,121.570068,1706938930145
25.030676,121.570068,1706938931136
25.030678,121.570068,1706938932083
25.030678,121.570076,1706938933234
25.03068,121.570076,1706938934137
25.030676,121.570068,1706938935112
25.030668,121.570061,1706938936111
25.030663,121.570053,1706938937101
25.030657,121.570053,1706938938141
25.030649,121.570045,1706938939133
25.030642,121.570045,1706938940154
25.030636,121.570038,1706938941145
25.030634,121.570038,1706938942243
25.030632,121.57003,1706938943239
25.030628,121.570023,1706938944243
25.030624,121.570015,1706938945256
25.030619,121.570007,1706938946250
25.030613,121.57,1706938947208
