frame_id,timestamp
0,1706938072.587
1,1706938072.607
2,1706938072.627
3,1706938072.647
4,1706938072.667
5,1706938072.687
6,1706938072.707
7,1706938072.737
8,1706938072.757
9,1706938072.777
10,1706938072.797
11,1706938072.817
12,1706938072.837
13,1706938072.857
14,1706938072.877
15,1706938072.907
16,1706938072.927
17,1706938072.947
18,1706938072.967
19,1706938072.987
20,1706938073.007
21,1706938073.027
22,1706938073.057
23,1706938073.077
24,1706938073.097
25,1706938073.117
26,1706938073.137
27,1706938073.157
28,1706938073.177
29,1706938073.197
30,1706938073.227
31,1706938073.247
32,1706938073.267
33,1706938073.287
34,1706938073.307
35,1706938073.327
36,1706938073.347
37,1706938073.377
38,1706938073.397
39,1706938073.417
40,1706938073.437
41,1706938073.457
42,1706938073.477
43,1706938073.497
44,1706938073.517
45,1706938073.547
46,1706938073.567
47,1706938073.587
48,1706938073.607
49,1706938073.627
50,1706938073.647
51,1706938073.667
52,1706938073.697
53,1706938073.717
54,1706938073.737
55,1706938073.757
56,1706938073.777
57,1706938073.797
58,1706938073.817
59,1706938073.837
60,1706938073.867
61,1706938073.887
62,1706938073.907
63,1706938073.927
64,1706938073.947
65,1706938073.967
66,1706938073.987
67,1706938074.017
68,1706938074.037
69,1706938074.057
70,1706938074.077
71,1706938074.097
72,1706938074.117
73,1706938074.137
74,1706938074.157
75,1706938074.187
76,1706938074.207
77,1706938074.227
78,1706938074.247
79,1706938074.267
80,1706938074.287
81,1706938074.307
82,1706938074.337
83,1706938074.357
84,1706938074.377
85,1706938074.397
86,1706938074.417
87,1706938074.437
88,1706938074.457
89,1706938074.477
90,1706938074.507
91,1706938074.527
92,1706938074.547
93,1706938074.567
94,1706938074.587
95,1706938074.607
96,1706938074.627
97,1706938074.657
98,1706938074.677
99,1706938074.697
100,1706938074.717
101,1706938074.737
102,1706938074.757
103,1706938074.777
104,1706938074.797
105,1706938074.827
106,1706938074.847
107,1706938074.867
108,1706938074.887
109,1706938074.907
110,1706938074.927
111,1706938074.947
112,1706938074.977
113,1706938074.997
114,1706938075.017
115,1706938075.037
116,1706938075.057
117,1706938075.077
118,1706938075.097
119,1706938075.117
120,1706938075.147
121,1706938075.167
122,1706938075.187
123,1706938075.207
124,1706938075.227
125,1706938075.247
126,1706938075.267
127,1706938075.297
128,1706938075.317
129,1706938075.337
130,1706938075.357
131,1706938075.377
132,1706938075.397
133,1706938075.417
134,1706938075.437
135,1706938075.467
136,1706938075.487
137,1706938075.507
138,1706938075.527
139,1706938075.547
140,1706938075.567
141,1706938075.587
142,1706938075.617
143,1706938075.637
144,1706938075.657
145,1706938075.677
146,1706938075.697
147,1706938075.717
148,1706938075.737
149,1706938075.757
150,1706938075.787
151,1706938075.807
152,1706938075.827
153,1706938075.847
154,1706938075.867
155,1706938075.887
156,1706938075.907
157,1706938075.937
158,1706938075.957
159,1706938075.977
160,1706938075.997
161,1706938076.017
162,1706938076.037
163,1706938076.057
164,1706938076.077
165,1706938076.107
166,1706938076.127
167,1706938076.147
168,1706938076.167
169,1706938076.187
170,1706938076.207
171,1706938076.227
172,1706938076.257
173,1706938076.277
174,1706938076.297
175,1706938076.317
176,1706938076.337
177,1706938076.357
178,1706938076.377
179,1706938076.397
180,1706938076.427
181,1706938076.447
182,1706938076.467
183,1706938076.487
184,1706938076.507
185,1706938076.527
186,1706938076.547
187,1706938076.577
188,1706938076.597
189,1706938076.617
190,1706938076.637
191,1706938076.657
192,1706938076.677
193,1706938076.697
194,1706938076.717
195,1706938076.747
196,1706938076.767
197,1706938076.787
198,1706938076.807
199,1706938076.827
200,1706938076.847
201,1706938076.867
202,1706938076.897
203,1706938076.917
204,1706938076.937
205,1706938076.957
206,1706938076.977
207,1706938076.997
208,1706938077.017
209,1706938077.037
210,1706938077.067
211,1706938077.087
212,1706938077.107
213,1706938077.127
214,1706938077.147
215,1706938077.167
216,1706938077.187
217,1706938077.217
218,1706938077.237
219,1706938077.257
220,1706938077.277
221,1706938077.297
222,1706938077.317
223,1706938077.337
224,1706938077.357
225,1706938077.387
226,1706938077.407
227,1706938077.427
228,1706938077.447
229,1706938077.467
230,1706938077.487
231,1706938077.507
232,1706938077.537
233,1706938077.557
234,1706938077.577
235,1706938077.597
236,1706938077.617
237,1706938077.637
238,1706938077.657
239,1706938077.677
240,1706938077.707
241,1706938077.727
242,1706938077.747
243,1706938077.767
244,1706938077.787
245,1706938077.807
246,1706938077.827
247,1706938077.857
248,1706938077.877
249,1706938077.897
250,1706938077.917
251,1706938077.937
252,1706938077.957
253,1706938077.977
254,1706938077.997
255,1706938078.027
256,1706938078.047
257,1706938078.067
258,1706938078.087
259,1706938078.107
260,1706938078.127
261,1706938078.147
262,1706938078.177
263,1706938078.197
264,1706938078.217
265,1706938078.237
266,1706938078.257
267,1706938078.277
268,1706938078.297
269,1706938078.317
270,1706938078.347
271,1706938078.367
272,1706938078.387
273,1706938078.407
274,1706938078.427
275,1706938078.447
276,1706938078.467
277,1706938078.497
278,1706938078.517
279,1706938078.537
280,1706938078.557
281,1706938078.577
282,1706938078.597
283,1706938078.617
284,1706938078.637
285,1706938078.667
286,1706938078.687
287,1706938078.707
288,1706938078.727
289,1706938078.747
290,1706938078.767
291,1706938078.787
292,1706938078.817
293,1706938078.837
294,1706938078.857
295,1706938078.877
296,1706938078.897
297,1706938078.917
298,1706938078.937
299,1706938078.957
300,1706938078.987
301,1706938079.007
302,1706938079.027
303,1706938079.047
304,1706938079.067
305,1706938079.087
306,1706938079.107
307,1706938079.137
308,1706938079.157
309,1706938079.177
310,1706938079.197
311,1706938079.217
312,1706938079.237
313,1706938079.257
314,1706938079.277
315,1706938079.307
316,1706938079.327
317,1706938079.347
318,1706938079.367
319,1706938079.387
320,1706938079.407
321,1706938079.427
322,1706938079.457
323,1706938079.477
324,1706938079.497
325,1706938079.517
326,1706938079.537
327,1706938079.557
328,1706938079.577
329,1706938079.597
330,1706938079.627
331,1706938079.647
332,1706938079.667
333,1706938079.687
334,1706938079.707
335,1706938079.727
336,1706938079.747
337,1706938079.777
338,1706938079.797
339,1706938079.817
340,1706938079.837
341,1706938079.857
342,1706938079.877
343,1706938079.897
344,1706938079.917
345,1706938079.947
346,1706938079.967
347,1706938079.987
348,1706938080.007
349,1706938080.027
350,1706938080.047
351,1706938080.067
352,1706938080.097
353,1706938080.117
354,1706938080.137
355,1706938080.157
356,1706938080.177
357,1706938080.197
358,1706938080.217
359,1706938080.237
360,1706938080.267
361,1706938080.287
362,1706938080.307
363,1706938080.327
364,1706938080.347
365,1706938080.367
366,1706938080.387
367,1706938080.417
368,1706938080.437
369,1706938080.457
370,1706938080.477
371,1706938080.497
372,1706938080.517
373,1706938080.537
374,1706938080.557
375,1706938080.587
376,1706938080.607
377,1706938080.627
378,1706938080.647
379,1706938080.667
380,1706938080.687
381,1706938080.707
382,1706938080.737
383,1706938080.757
384,1706938080.777
385,1706938080.797
386,1706938080.817
387,1706938080.837
388,1706938080.857
389,1706938080.877
390,1706938080.907
391,1706938080.927
392,1706938080.947
393,1706938080.967
394,1706938080.987
395,1706938081.007
396,1706938081.027
397,1706938081.057
398,1706938081.077
399,1706938081.097
400,1706938081.117
401,1706938081.137
402,1706938081.157
403,1706938081.177
404,1706938081.197
405,1706938081.227
406,1706938081.247
407,1706938081.267
408,1706938081.287
409,1706938081.307
410,1706938081.327
411,1706938081.347
412,1706938081.377
413,1706938081.397
414,1706938081.417
415,1706938081.437
416,1706938081.457
417,1706938081.477
418,1706938081.497
419,1706938081.517
420,1706938081.547
421,1706938081.567
422,1706938081.587
423,1706938081.607
424,1706938081.627
425,1706938081.647
426,1706938081.667
427,1706938081.697
428,1706938081.717
429,1706938081.737
430,1706938081.757
431,1706938081.777
432,1706938081.797
433,1706938081.817
434,1706938081.837
435,1706938081.867
436,1706938081.887
437,1706938081.907
438,1706938081.927
439,1706938081.947
