frame_id,timestamp
0,1706938071.685
1,1706938071.735
2,1706938071.785
3,1706938071.835
4,1706938071.885
5,1706938071.935
6,1706938071.985
7,1706938072.035
8,1706938072.085
9,1706938072.135
10,1706938072.185
11,1706938072.235
12,1706938072.285
13,1706938072.335
14,1706938072.385
15,1706938072.435
16,1706938072.485
17,1706938072.535
18,1706938072.585
19,1706938072.635
20,1706938072.685
21,1706938072.735
22,1706938072.785
23,1706938072.835
24,1706938072.885
25,1706938072.935
26,1706938072.985
27,1706938073.035
28,1706938073.085
29,1706938073.135
30,1706938073.185
31,1706938073.235
32,1706938073.285
33,1706938073.335
34,1706938073.385
35,1706938073.435
36,1706938073.485
37,1706938073.535
38,1706938073.585
39,1706938073.635
40,1706938073.685
41,1706938073.735
42,1706938073.785
43,1706938073.835
44,1706938073.885
45,1706938073.935
46,1706938073.985
47,1706938074.035
48,1706938074.085
49,1706938074.135
50,1706938074.185
51,1706938074.235
52,1706938074.285
53,1706938074.335
54,1706938074.385
55,1706938074.435
56,1706938074.485
57,1706938074.535
58,1706938074.585
59,1706938074.635
60,1706938074.685
61,1706938074.735
62,1706938074.785
63,1706938074.835
64,1706938074.885
65,1706938074.935
66,1706938074.985
67,1706938075.035
68,1706938075.085
69,1706938075.135
70,1706938075.185
71,1706938075.235
72,1706938075.285
73,1706938075.335
74,1706938075.385
75,1706938075.435
76,1706938075.485
77,1706938075.535
78,1706938075.585
79,1706938075.635
80,1706938075.685
81,1706938075.735
82,1706938075.785
83,1706938075.835
84,1706938075.885
85,1706938075.935
86,1706938075.985
87,1706938076.035
88,1706938076.085
89,1706938076.135
90,1706938076.185
91,1706938076.235
92,1706938076.285
93,1706938076.335
94,1706938076.385
95,1706938076.435
96,1706938076.485
97,1706938076.535
98,1706938076.585
99,1706938076.635
100,1706938076.685
101,1706938076.735
102,1706938076.785
103,1706938076.835
104,1706938076.885
105,1706938076.935
106,1706938076.985
107,1706938077.035
108,1706938077.085
109,1706938077.135
110,1706938077.185
111,1706938077.235
112,1706938077.285
113,1706938077.335
114,1706938077.385
115,1706938077.435
116,1706938077.485
117,1706938077.535
118,1706938077.585
119,1706938077.635
120,1706938077.685
121,1706938077.735
122,1706938077.785
123,1706938077.835
124,1706938077.885
125,1706938077.935
126,1706938077.985
127,1706938078.035
128,1706938078.085
129,1706938078.135
130,1706938078.185
131,1706938078.235
132,1706938078.285
133,1706938078.335
134,1706938078.385
135,1706938078.435
136,1706938078.485
137,1706938078.535
138,1706938078.585
139,1706938078.635
140,1706938078.685
141,1706938078.735
142,1706938078.785
143,1706938078.835
144,1706938078.885
145,1706938078.935
146,1706938078.985
147,1706938079.035
148,1706938079.085
149,1706938079.135
150,1706938079.185
151,1706938079.235
152,1706938079.285
153,1706938079.335
154,1706938079.385
155,1706938079.435
156,1706938079.485
157,1706938079.535
158,1706938079.585
159,1706938079.635
160,1706938079.685
161,1706938079.735
162,1706938079.785
163,1706938079.835
164,1706938079.885
165,1706938079.935
166,1706938079.985
167,1706938080.035
168,1706938080.085
169,1706938080.135
170,1706938080.185
171,1706938080.235
172,1706938080.285
173,1706938080.335
174,1706938080.385
175,1706938080.435
176,1706938080.485
177,1706938080.535
178,1706938080.585
179,1706938080.635
180,1706938080.685
181,1706938080.735
182,1706938080.785
183,1706938080.835
184,1706938080.885
185,1706938080.935
186,1706938080.985
187,1706938081.035
188,1706938081.085
189,1706938081.135
190,1706938081.185
191,1706938081.235
192,1706938081.285
193,1706938081.335
194,1706938081.385
195,1706938081.435
196,1706938081.485
197,1706938081.535
198,1706938081.585
199,1706938081.635
200,1706938081.685
201,1706938081.735
202,1706938081.785
203,1706938081.835
204,1706938081.885
205,1706938081.935
206,1706938081.985
207,1706938082.035
208,1706938082.085
209,1706938082.135
210,1706938082.185
211,1706938082.235
212,1706938082.285
213,1706938082.335
214,1706938082.385
215,1706938082.435
216,1706938082.485
217,1706938082.535
218,1706938082.585
219,1706938082.635
220,1706938082.685
221,1706938082.735
222,1706938082.785
223,1706938082.835
224,1706938082.885
225,1706938082.935
226,1706938082.985
227,1706938083.035
228,1706938083.085
229,1706938083.135
230,1706938083.185
231,1706938083.235
232,1706938083.285
233,1706938083.335
234,1706938083.385
235,1706938083.435
236,1706938083.485
237,1706938083.535
238,1706938083.585
239,1706938083.635
240,1706938083.685
241,1706938083.735
242,1706938083.785
243,1706938083.835
244,1706938083.885
245,1706938083.935
246,1706938083.985
247,1706938084.035
248,1706938084.085
249,1706938084.135
250,1706938084.185
251,1706938084.235
252,1706938084.285
253,1706938084.335
254,1706938084.385
255,1706938084.435
256,1706938084.485
257,1706938084.535
258,1706938084.585
259,1706938084.635
260,1706938084.685
261,1706938084.735
262,1706938084.785
263,1706938084.835
264,1706938084.885
265,1706938084.935
266,1706938084.985
267,1706938085.035
268,1706938085.085
269,1706938085.135
270,1706938085.185
271,1706938085.235
272,1706938085.285
273,1706938085.335
274,1706938085.385
275,1706938085.435
276,1706938085.485
277,1706938085.535
278,1706938085.585
279,1706938085.635
280,1706938085.685
281,1706938085.735
282,1706938085.785
283,1706938085.835
284,1706938085.885
285,1706938085.935
286,1706938085.985
287,1706938086.035
288,1706938086.085
289,1706938086.135
290,1706938086.185
291,1706938086.235
292,1706938086.285
293,1706938086.335
294,1706938086.385
295,1706938086.435
296,1706938086.485
297,1706938086.535
