linear,angular,rpm_1,rpm_2,rpm_3,rpm_4,timestamp
0,0,0,0,0,0,1706938109.37
0,0,0,0,0,0,1706938109.97
0,0,0,0,0,0,1706938135.52
0,0,0,0,0,0,1706938135.53
0,0,0,0,0,0,1706938135.53
0,0,0,0,0,0,1706938135.56
0,0,0,0,0,0,1706938135.57
0,0,0,0,0,0,1706938135.57
0,0,0,0,0,0,1706938135.57
0,0,0,0,0,0,1706938135.58
0,0,0,0,0,0,1706938135.74
0,0,0,0,0,0,1706938135.78
0,0,0,0,0,0,1706938135.92
0.34,0,0,0,0,0,1706938135.99
0.7,0,0,0,0,0,1706938136.11
0.7,0,0,0,0,0,1706938136.2
0.7,0,0,0,0,0,1706938136.35
0.7,0,24,24,24,24,1706938136.41
0,0,50,50,50,50,1706938136.52
0,0,50,50,50,50,1706938136.6
0,0,50,50,50,50,1706938136.7
0,0,59,58,58,58,1706938136.81
0,0,59,58,58,58,1706938136.91
0,0,59,58,58,58,1706938137.01
0,0,59,58,58,58,1706938137.09
0,0,59,58,58,58,1706938137.17
0.7,0,9,9,9,8,1706938137.32
0.7,0,4,4,4,4,1706938137.42
0.51,0,4,4,4,4,1706938137.57
0,0,4,4,4,4,1706938137.63
0,0,4,4,4,4,1706938137.73
0,0,4,4,4,4,1706938137.83
0,0,4,4,4,4,1706938137.95
0,0,34,33,33,32,1706938138.04
0,0,14,14,14,14,1706938138.17
0,0,14,14,14,14,1706938138.2
0,0,14,14,14,14,1706938138.38
0,0.7,14,14,14,14,1706938138.43
0,0.7,0,0,0,0,1706938138.54
0,0.7,0,0,0,0,1706938138.64
0,0.7,0,0,0,0,1706938138.76
0,0.7,0,0,0,0,1706938138.83
0,0.7,0,0,0,0,1706938138.95
0,0.7,0,0,0,0,1706938139.02
0,0.7,0,0,0,0,1706938139.16
0,0.7,0,0,0,0,1706938139.27
0,0.7,0,0,0,0,1706938139.36
0,0.7,0,0,0,0,1706938139.46
0,0.39,-40,33,-27,32,1706938139.57
0,0,-34,38,-36,30,1706938139.66
0,0,-34,38,-36,30,1706938139.74
0,0,-26,32,-29,22,1706938139.94
0,0,-26,32,-29,22,1706938139.94
0,0,0,0,0,0,1706938140.11
0,0,0,0,0,0,1706938140.19
0,0,0,0,0,0,1706938140.34
0,0,0,0,0,0,1706938140.38
0,0,0,0,0,0,1706938140.51
0,0,0,0,0,0,1706938140.6
0,0,0,0,0,0,1706938140.76
0,0,0,0,0,0,1706938140.8
0,0,0,0,0,0,1706938140.94
0,0,0,0,0,0,1706938141
0,0,0,0,0,0,1706938141.11
0,0,0,0,0,0,1706938141.2
0,0,0,0,0,0,1706938141.31
0,0,0,0,0,0,1706938141.41
0,0,0,0,0,0,1706938141.52
0,0,0,0,0,0,1706938141.62
0,0,0,0,0,0,1706938141.77
0,0,0,0,0,0,1706938141.81
0,0,0,0,0,0,1706938141.96
0,0,0,0,0,0,1706938142.02
0,0,0,0,0,0,1706938142.13
0,0,0,0,0,0,1706938142.21
0,0,0,0,0,0,1706938142.39
0,0.57,0,0,0,0,1706938142.44
0,0.7,0,0,0,0,1706938142.55
0,0.7,0,0,0,0,1706938142.62
0,0.7,0,0,0,0,1706938142.75
0,0.7,0,0,0,0,1706938142.84
0,0,-26,39,-36,23,1706938142.95
0,0,-26,39,-36,23,1706938143.06
0,0,-26,39,-36,23,1706938143.19
0,0,0,4,-6,0,1706938143.34
0,0,0,4,-6,0,1706938143.41
0,0,0,4,-6,0,1706938143.51
0,0,0,4,-6,0,1706938143.57
0,0,0,4,-6,0,1706938143.74
0,0,0,4,-6,0,1706938143.77
0,0,0,4,-6,0,1706938143.91
0,0,0,4,-6,0,1706938144.03
0,0,0,4,-6,0,1706938144.12
0,0,0,0,0,0,1706938144.21
0,0,0,0,0,0,1706938144.37
0,0,0,0,0,0,1706938144.46
0,0,0,0,0,0,1706938144.49
0,0,0,0,0,0,1706938144.63
0,0,0,0,0,0,1706938144.73
0,0,0,0,0,0,1706938144.83
0,0,0,0,0,0,1706938144.98
0.41,0,0,0,0,0,1706938145.03
0.7,0,0,0,0,0,1706938145.19
0.7,0.35,0,0,0,0,1706938145.25
0.7,0.35,0,0,0,0,1706938145.34
0.7,0,0,0,0,0,1706938145.45
0.7,0,0,0,0,0,1706938145.51
0.68,0,38,56,39,49,1706938145.62
0.7,0,38,56,39,49,1706938145.72
0.7,0,78,70,78,70,1706938145.82
0.7,0,79,77,78,78,1706938145.95
0.7,0,79,77,78,78,1706938146.05
0.7,0,79,77,78,78,1706938146.12
0.7,0,87,86,85,85,1706938146.23
0.7,0,88,88,89,86,1706938146.35
0,0,89,89,89,89,1706938146.46
0,0.7,89,89,89,89,1706938146.58
0,0.7,84,83,83,82,1706938146.67
0,0.7,84,83,83,82,1706938146.77
0,0.7,48,62,48,60,1706938146.95
0,0.45,48,62,48,60,1706938146.97
0,0,48,62,48,60,1706938147.14
0.38,0,48,62,48,60,1706938147.19
0.7,0,-3,26,-24,4,1706938147.34
0.7,0,-3,26,-24,4,1706938147.4
0.7,0.28,22,27,20,3,1706938147.48
0.7,0.35,32,35,32,28,1706938147.61
0.7,0.35,48,50,47,49,1706938147.71
0.7,0.35,48,50,47,49,1706938147.81
0.7,0.35,58,76,54,75,1706938147.94
0.7,0.35,60,95,55,77,1706938148.01
0.7,0,60,95,55,77,1706938148.13
0.7,0,60,95,55,77,1706938148.2
0.7,0,60,95,55,77,1706938148.32
0.7,0,60,95,55,77,1706938148.42
0.7,0,60,95,55,77,1706938148.52
0,0,60,95,55,77,1706938148.59
0,0,60,95,55,77,1706938148.78
0,0,60,95,55,77,1706938148.83
0,0,60,95,55,77,1706938149.01
0,0,60,95,55,77,1706938149.04
0.57,0,60,95,55,77,1706938149.2
0.7,0,60,95,55,77,1706938149.2
0.7,0,60,95,55,77,1706938149.34
0.7,0,60,95,55,77,1706938149.4
0.7,0,60,95,55,77,1706938149.58
0.7,0,60,95,55,77,1706938149.62
0.7,0,67,66,66,66,1706938149.76
0.7,0,67,66,66,66,1706938149.82
0.7,0,75,73,74,73,1706938149.92
0.7,0,79,79,78,78,1706938150.02
0.7,0,86,86,87,87,1706938150.16
0.7,0,86,86,87,87,1706938150.26
0.7,-0.02,86,86,87,87,1706938150.34
0.7,-0.28,88,87,87,88,1706938150.44
0.7,-0.35,92,91,92,90,1706938150.57
0.7,-0.35,92,91,92,90,1706938150.74
0.7,-0.35,92,91,92,90,1706938150.76
0.7,-0.21,100,82,100,82,1706938150.9
0.7,0,107,69,104,72,1706938150.99
0.7,0,107,69,104,72,1706938151.09
0.7,0,102,85,104,85,1706938151.19
0.7,0,102,85,104,85,1706938151.34
0.7,0,102,85,104,85,1706938151.39
0.7,0,102,85,104,85,1706938151.52
0.7,0,102,85,104,85,1706938151.62
0.7,0,102,85,104,85,1706938151.67
0.7,0,102,85,104,85,1706938151.81
0.7,-0.03,102,85,104,85,1706938151.95
0.7,-0.35,94,94,94,93,1706938151.99
0.7,-0.35,94,94,94,93,1706938152.18
0.7,-0.12,94,94,94,93,1706938152.24
0.7,0,102,83,100,83,1706938152.31
0.7,0,102,83,100,83,1706938152.41
0.7,0,102,83,100,83,1706938152.6
0.7,0,102,83,100,83,1706938152.62
0.7,0,102,101,101,101,1706938152.76
0.7,0,98,99,99,97,1706938152.82
0.7,0,96,95,95,95,1706938152.96
0.7,0,96,95,95,95,1706938153.06
0.7,0,96,95,95,95,1706938153.15
0.7,0,94,94,93,94,1706938153.28
0.7,0,94,94,93,94,1706938153.37
0.7,0,95,95,94,95,1706938153.48
0.7,0,95,95,94,95,1706938153.59
0.7,0,95,95,94,95,1706938153.71
0.7,0,95,95,94,95,1706938153.74
0.7,0,95,95,95,95,1706938153.95
0.7,0,95,95,95,95,1706938153.96
0.7,0,95,95,95,95,1706938154.12
0.7,0,95,95,95,95,1706938154.16
0.7,0,95,95,95,95,1706938154.34
0.7,0,95,95,95,95,1706938154.41
0.7,0,93,92,92,91,1706938154.52
0.7,0,93,92,92,91,1706938154.63
0.7,0,93,92,92,91,1706938154.74
0.7,0.05,93,92,92,91,1706938154.84
0.7,0.35,93,92,92,91,1706938155
0.7,0.35,95,94,95,95,1706938155.05
0.7,0,95,94,95,95,1706938155.12
0.7,0,95,94,95,95,1706938155.25
0.7,0,95,94,95,95,1706938155.31
0.7,0,104,102,103,103,1706938155.46
0.7,0,104,102,103,103,1706938155.56
0.7,0,101,100,100,101,1706938155.67
0.7,0,98,98,98,98,1706938155.77
0.7,0,98,98,98,98,1706938155.83
0.7,0,98,98,98,98,1706938155.97
0.7,0,95,95,95,94,1706938156.07
0.7,0,95,95,95,94,1706938156.16
0.7,0,95,95,95,94,1706938156.35
0.7,0,95,95,95,94,1706938156.38
0.7,0.31,95,95,95,94,1706938156.47
0.7,0.35,95,95,95,94,1706938156.58
0.7,0.35,95,95,95,94,1706938156.73
0.7,0,95,95,95,94,1706938156.74
0.7,0,84,104,80,103,1706938156.94
0.7,0,84,104,80,103,1706938156.98
0.7,0,113,112,113,110,1706938157.06
0.7,0,113,112,113,110,1706938157.18
0.7,0,113,112,113,110,1706938157.35
0.7,0,113,112,113,110,1706938157.38
0.7,0,96,96,95,96,1706938157.48
0.7,0,96,96,95,96,1706938157.55
0.7,0,96,96,97,96,1706938157.75
0.7,0,96,96,97,96,1706938157.79
0.7,0,96,95,94,94,1706938157.89
0.7,0,96,95,94,94,1706938157.99
0.7,0,95,95,95,95,1706938158.11
0.7,0,95,95,95,95,1706938158.19
0.7,0,95,95,95,95,1706938158.35
0.7,0,96,95,96,95,1706938158.4
0.7,0,96,95,96,95,1706938158.5
0.7,0.2,96,95,96,95,1706938158.61
0.7,0.35,96,95,96,95,1706938158.69
0.7,0.35,93,96,93,95,1706938158.8
0.7,0.35,93,96,93,95,1706938158.87
0.7,0.35,93,96,93,95,1706938159.01
0.7,0.35,75,106,75,104,1706938159.14
0.7,0.35,75,106,75,104,1706938159.21
0.7,0.35,75,106,75,104,1706938159.36
0.38,0.47,75,106,75,104,1706938159.41
0,0,72,109,67,110,1706938159.51
0,0,69,107,66,108,1706938159.64
0,0,87,83,86,83,1706938159.73
0,0,87,83,86,83,1706938159.81
0,0,87,83,86,83,1706938159.93
0,0,87,83,86,83,1706938160.02
0,0,87,83,86,83,1706938160.11
0,0,18,19,18,18,1706938160.19
0,0,12,11,11,12,1706938160.34
0,0,12,11,11,12,1706938160.41
0,0,12,11,11,12,1706938160.48
0,0,12,11,11,12,1706938160.65
0,0,12,11,11,12,1706938160.72
0.07,0,12,11,11,12,1706938160.82
0.22,0,12,11,11,12,1706938160.92
0.24,0,12,11,11,12,1706938161.02
0.34,0,12,11,11,12,1706938161.18
0.7,0,12,11,11,12,1706938161.19
0.7,0,15,16,15,16,1706938161.37
0.7,0,15,16,15,16,1706938161.39
0.7,0,15,16,15,16,1706938161.51
0.7,0,15,16,15,16,1706938161.59
0.7,0,56,56,56,56,1706938161.79
0.7,0,56,56,56,56,1706938161.83
0.7,0,56,56,56,56,1706938161.94
0.7,0,56,56,56,56,1706938162.04
0.7,0,85,84,84,84,1706938162.19
0.7,-0.03,85,84,84,84,1706938162.24
0.7,-0.35,89,88,87,87,1706938162.39
0.7,-0.35,89,88,87,87,1706938162.44
0.7,-0.35,93,92,93,92,1706938162.56
0.3,-0.6,93,92,93,92,1706938162.65
0,-0.7,103,80,103,80,1706938162.75
0,0,103,56,101,52,1706938162.85
0,0,103,56,101,52,1706938162.94
0,0,103,56,101,52,1706938163.05
0,0,44,-32,64,-50,1706938163.11
0,0,25,-27,12,-15,1706938163.25
0,0,25,-27,12,-15,1706938163.35
0,0,25,-27,12,-15,1706938163.46
0,0,1,0,3,-1,1706938163.56
0,0,1,0,3,-1,1706938163.66
0,0,1,0,3,-1,1706938163.76
0,0,0,0,0,0,1706938163.86
0,0,0,0,0,0,1706938163.96
0,0,0,0,0,0,1706938164.07
0,0,0,0,0,0,1706938164.13
0,0,0,0,0,0,1706938164.27
0,0,0,0,0,0,1706938164.34
0,0,0,0,0,0,1706938164.47
0,0,0,0,0,0,1706938164.54
0.7,0,0,0,0,0,1706938164.73
0.7,0,0,0,0,0,1706938164.77
0.7,0,0,0,0,0,1706938164.9
0.7,0,16,26,16,24,1706938164.98
0.7,0,16,26,16,24,1706938165.1
0.7,0,16,26,16,24,1706938165.17
0.7,0,60,60,60,59,1706938165.34
0.7,0,60,60,60,59,1706938165.38
0.7,0,75,73,74,74,1706938165.48
0.7,0,75,73,74,74,1706938165.58
0.7,0,75,73,74,74,1706938165.67
0.7,0,75,73,74,74,1706938165.75
0.7,0,90,90,89,90,1706938165.95
0.7,0,89,89,89,89,1706938166
0.7,0,89,89,89,89,1706938166.07
0.7,0,89,89,89,89,1706938166.15
0.7,0,93,92,91,92,1706938166.34
0.7,0,93,92,91,92,1706938166.4
0.7,0,93,93,92,93,1706938166.51
0.7,0,93,93,92,93,1706938166.61
0.7,0,93,93,92,93,1706938166.74
0.7,0,93,93,92,93,1706938166.8
0.7,0,93,93,92,93,1706938166.94
0.7,0,93,93,92,93,1706938167
0.7,0,93,93,92,93,1706938167.11
0.7,0,92,92,92,92,1706938167.22
0.7,-0.07,92,92,92,92,1706938167.35
0.7,-0.09,92,92,92,92,1706938167.41
0.7,-0.03,94,92,93,92,1706938167.51
0.7,0,94,92,93,92,1706938167.61
0.7,0,97,89,96,89,1706938167.7
0.7,0,97,89,96,89,1706938167.81
0.7,0,97,89,96,89,1706938167.91
0.7,0,97,89,96,89,1706938168.01
0.7,0,97,89,96,89,1706938168.12
0.7,0,97,89,96,89,1706938168.22
0.7,0,95,93,95,93,1706938168.36
0.7,0,95,93,95,93,1706938168.43
0.7,0,95,93,95,93,1706938168.48
0.7,0,95,93,95,93,1706938168.65
0.7,0,96,95,95,95,1706938168.75
0.7,0,96,95,95,95,1706938168.79
0.7,0,96,95,95,95,1706938168.89
0.7,0,96,95,95,95,1706938169.03
0.7,0,92,91,91,92,1706938169.16
0.7,0,92,91,91,92,1706938169.23
0.7,0,93,93,92,92,1706938169.39
0,0,93,93,92,92,1706938169.43
0,0,93,93,92,92,1706938169.52
0,0,93,93,92,92,1706938169.64
0,0,93,93,92,92,1706938169.74
0,0,93,93,92,92,1706938169.84
0,0,93,93,92,92,1706938169.99
0,0,22,23,23,22,1706938170.04
0,0,16,16,16,16,1706938170.16
0,0,16,16,16,16,1706938170.2
0,0,12,11,11,11,1706938170.34
0,0,1,2,2,2,1706938170.44
0,0,1,2,2,2,1706938170.57
0,0,1,2,2,2,1706938170.65
0,0.52,0,0,0,0,1706938170.75
0,0.7,0,0,0,0,1706938170.85
0.7,0.35,0,0,0,0,1706938170.95
0.7,0,-8,6,-8,6,1706938171.05
0.7,0,-8,6,-8,6,1706938171.17
0.7,0,-8,6,-8,6,1706938171.26
0.7,0,-8,6,-8,6,1706938171.36
0.7,0,-8,6,-8,6,1706938171.42
0.7,0,-8,6,-8,6,1706938171.58
0.7,0,-8,6,-8,6,1706938171.63
0.7,0,-8,6,-8,6,1706938171.77
0.7,0,78,77,77,78,1706938171.87
0.7,0,78,77,77,78,1706938171.93
0.7,0,88,87,88,87,1706938172.07
0.7,0,88,87,88,87,1706938172.17
0.7,0,88,87,88,87,1706938172.33
0.7,0.35,88,87,88,87,1706938172.34
0.7,0.35,90,90,90,92,1706938172.51
0.7,0.35,90,90,90,92,1706938172.58
0.7,0.34,80,102,80,101,1706938172.71
0.7,0,80,102,80,101,1706938172.79
0.7,0,80,102,80,101,1706938172.92
0.7,0,80,102,80,101,1706938172.97
0.7,0,80,102,80,101,1706938173.07
0.7,0,104,105,104,105,1706938173.17
0.7,0,101,100,100,99,1706938173.3
0.7,0,101,100,100,99,1706938173.35
0.7,0,101,100,100,99,1706938173.48
0.7,0,101,100,100,99,1706938173.55
0.7,0,96,95,95,95,1706938173.74
0.7,0,95,95,94,94,1706938173.8
0.7,0,95,95,94,94,1706938173.89
0.7,0,93,94,93,92,1706938173.99
0.7,0.06,93,92,93,92,1706938174.13
0.7,0.35,93,92,93,92,1706938174.2
0.7,0.35,93,92,93,92,1706938174.35
0.7,0.35,93,92,93,92,1706938174.4
0.7,0.35,93,92,93,92,1706938174.5
0.7,0.35,80,105,78,104,1706938174.6
0.7,0.35,80,105,78,104,1706938174.73
0.7,0.35,80,105,78,104,1706938174.8
0.7,0.33,80,105,78,104,1706938174.9
0.7,0,80,105,78,104,1706938174.98
0.7,0,69,113,66,102,1706938175.1
0.7,0,95,104,93,103,1706938175.21
0.7,0,95,104,93,103,1706938175.34
0.7,0,103,101,103,102,1706938175.41
0.7,0,103,101,103,102,1706938175.51
0.7,0,103,101,103,102,1706938175.61
0.7,0.33,103,101,103,102,1706938175.74
0.7,0.35,96,97,95,96,1706938175.82
0.7,0.31,84,101,84,102,1706938175.97
0.7,0,84,101,84,102,1706938176.01
0.7,0,84,101,84,102,1706938176.16
0.7,0,84,101,84,102,1706938176.23
0.7,0,84,101,84,102,1706938176.4
0.7,0,84,101,84,102,1706938176.43
0.7,0,102,100,100,101,1706938176.49
0.7,0,102,100,100,101,1706938176.64
0.7,0,102,100,100,101,1706938176.79
0.7,0,95,95,94,94,1706938176.85
0.7,0,95,95,94,94,1706938176.98
0.7,-0.15,95,95,94,94,1706938177.02
0.7,-0.35,95,94,96,95,1706938177.13
0.7,-0.35,99,95,98,93,1706938177.24
0.7,-0.35,99,95,98,93,1706938177.37
0.7,-0.35,102,87,101,88,1706938177.45
0.7,-0.35,102,87,101,88,1706938177.55
0.7,-0.35,102,87,101,88,1706938177.61
0.7,-0.35,102,87,101,88,1706938177.75
0.7,-0.35,108,70,109,70,1706938177.82
0.7,-0.35,108,70,109,70,1706938177.95
0.7,-0.35,108,70,109,70,1706938178.05
0.7,-0.35,108,70,109,70,1706938178.15
0.7,-0.35,108,70,109,70,1706938178.26
0.7,-0.35,108,70,109,70,1706938178.33
0.7,-0.35,108,70,109,70,1706938178.46
0.7,-0.35,112,70,109,67,1706938178.53
0.7,0,112,67,107,69,1706938178.66
0.7,0,112,67,107,69,1706938178.76
0.7,0,112,67,107,69,1706938178.86
0.7,0,112,67,107,69,1706938178.93
0.7,0,112,67,107,69,1706938179.07
0.7,0,112,67,107,69,1706938179.19
0.46,0,97,96,95,96,1706938179.32
0,0,97,96,95,96,1706938179.33
0,0,97,96,95,96,1706938179.46
0,0,81,81,81,81,1706938179.56
0,0,81,81,81,81,1706938179.71
0,0,81,81,81,81,1706938179.78
0,0,35,35,35,35,1706938179.9
0,0,35,35,35,35,1706938179.98
0.57,0,35,35,35,35,1706938180.1
0.7,0,35,35,35,35,1706938180.14
0.7,0,7,7,7,7,1706938180.28
0.7,0,7,7,7,7,1706938180.39
0.7,0,7,7,7,7,1706938180.48
0.7,0,7,7,7,7,1706938180.59
0.7,0,54,54,55,54,1706938180.74
0.7,0,54,54,55,54,1706938180.8
0.7,0,54,54,55,54,1706938180.89
0.7,0,54,54,55,54,1706938180.95
0.7,0,83,83,83,83,1706938181.11
0.7,0,87,86,86,85,1706938181.21
0.7,0,87,86,86,85,1706938181.3
0.7,0.07,87,86,86,85,1706938181.41
0.7,0.35,87,86,86,85,1706938181.48
0.7,0.35,92,92,92,91,1706938181.56
0.7,0.35,92,92,92,91,1706938181.75
0.7,0.35,81,104,80,101,1706938181.8
0.7,0.35,76,109,69,101,1706938181.93
0.7,0.35,76,109,69,101,1706938182.02
0.7,0.35,72,110,70,100,1706938182.13
0.7,0.35,72,110,70,100,1706938182.21
0.7,0.35,72,110,70,100,1706938182.36
0.7,0.35,72,110,70,100,1706938182.41
0.7,0.35,72,109,67,106,1706938182.56
0.7,0.35,72,109,67,106,1706938182.61
0.7,0,72,109,67,106,1706938182.76
0.7,0,72,109,67,106,1706938182.81
0.21,0,72,109,67,106,1706938182.91
0,0,72,109,67,106,1706938183.02
0,0,93,92,93,92,1706938183.15
0,0,93,92,93,92,1706938183.24
0,0,93,92,93,92,1706938183.37
0,0,93,92,93,92,1706938183.43
0.39,0,93,92,93,92,1706938183.52
0.7,0,93,92,93,92,1706938183.6
0.7,0,93,92,93,92,1706938183.81
0.7,0,93,92,93,92,1706938183.84
0.7,0,93,92,93,92,1706938184
0.7,0,93,92,93,92,1706938184.02
0.7,0,93,92,93,92,1706938184.16
0.7,0,93,92,93,92,1706938184.21
0.7,0,73,72,74,73,1706938184.4
0.7,0,73,72,74,73,1706938184.44
0.7,0,84,83,83,82,1706938184.59
0.7,0,84,83,83,82,1706938184.65
0.7,0,89,89,88,90,1706938184.81
0.7,0,89,89,88,90,1706938184.86
0.7,0,89,89,88,90,1706938184.95
0.7,0,89,89,88,90,1706938185.06
0.7,0,89,89,88,90,1706938185.13
0.7,0,95,93,93,92,1706938185.26
0.7,0,95,93,92,94,1706938185.33
0.7,0,95,93,92,94,1706938185.46
0.7,0,95,93,92,94,1706938185.54
0.7,0,94,94,94,93,1706938185.67
0.7,0.12,94,94,94,93,1706938185.77
0.7,0.33,94,94,94,93,1706938185.86
0.7,0.35,94,94,94,93,1706938185.96
0.7,0.35,94,94,94,93,1706938186.07
0.7,0.35,94,94,94,93,1706938186.18
0.7,0.35,94,94,94,93,1706938186.34
0.7,0.35,94,94,94,93,1706938186.38
0.1,0.2,94,94,94,93,1706938186.47
0,0.7,94,94,94,93,1706938186.55
0,0.7,94,94,94,93,1706938186.73
0,0.7,37,72,35,68,1706938186.78
0,0,37,72,35,68,1706938186.9
0,0,37,72,35,68,1706938186.97
0,0,-13,36,-50,38,1706938187.1
0.09,0,-13,36,-50,38,1706938187.18
0.7,0,-13,36,-50,38,1706938187.37
0.7,0,-13,36,-50,38,1706938187.38
0.7,0,12,4,10,1,1706938187.51
0.7,0,12,4,10,1,1706938187.59
0.7,0,12,4,10,1,1706938187.68
0.7,0,56,56,56,55,1706938187.75
0.7,0,68,67,68,67,1706938187.94
0.7,0,68,67,68,67,1706938188.01
0.7,0,78,78,78,78,1706938188.11
0.7,0,78,78,78,78,1706938188.2
0.7,0,78,78,78,78,1706938188.35
0.7,0.03,86,86,87,87,1706938188.4
0.7,0.19,86,86,87,87,1706938188.49
0.7,0.35,86,86,87,87,1706938188.56
0.7,0.35,86,86,87,87,1706938188.72
0.7,0.35,83,92,79,108,1706938188.81
0.7,0.35,75,95,74,117,1706938188.91
0.7,0.35,75,95,74,117,1706938189.01
0.7,0.08,73,126,64,93,1706938189.1
0.7,0,67,129,63,98,1706938189.24
0.7,0,69,118,71,106,1706938189.33
0.7,0,69,118,71,106,1706938189.42
0.7,0,83,112,90,98,1706938189.52
0.7,0,95,104,99,96,1706938189.62
0.7,0,100,103,98,100,1706938189.76
0.7,0,100,103,98,100,1706938189.82
0.09,0,100,103,98,100,1706938189.93
0.04,0,100,103,98,100,1706938190.03
0.04,0,83,81,82,81,1706938190.14
0.12,0,83,81,82,81,1706938190.2
0.34,0,83,81,82,81,1706938190.34
0.34,0,83,81,82,81,1706938190.43
0.41,0,36,37,35,36,1706938190.58
0.7,0,36,37,35,36,1706938190.63
0.7,0,36,37,35,36,1706938190.78
0.7,0.28,36,37,35,36,1706938190.8
0.7,0.35,36,37,35,36,1706938190.9
0.7,0.35,36,37,35,36,1706938191.03
0.7,0.35,60,70,60,70,1706938191.14
0.7,0.35,60,70,60,70,1706938191.24
0.7,0.35,67,96,64,94,1706938191.41
0.7,0.35,67,98,65,96,1706938191.44
0.7,0,67,98,65,96,1706938191.57
0.7,0,69,98,64,103,1706938191.66
0.7,0,69,98,64,103,1706938191.74
0.7,0,69,98,64,103,1706938191.86
0.7,0.29,69,98,64,103,1706938191.95
0.7,0.35,69,98,64,103,1706938192.06
0.7,0.35,88,102,88,102,1706938192.17
0.7,0.35,88,102,88,102,1706938192.23
0.7,0.35,88,102,88,102,1706938192.33
0.7,0.23,79,104,75,101,1706938192.47
0.7,0,79,104,75,101,1706938192.57
0.7,0,75,107,70,104,1706938192.72
0.7,0,75,107,70,104,1706938192.8
0.7,0.35,105,104,104,104,1706938192.94
0.7,0.35,105,104,104,104,1706938192.97
0.7,0.35,103,103,102,101,1706938193.07
0.7,0.35,90,106,90,104,1706938193.19
0.52,0,90,106,90,104,1706938193.35
0.4,0,90,106,90,104,1706938193.38
0.33,0,90,106,90,104,1706938193.51
0.15,0,90,106,90,104,1706938193.58
0,0,90,101,85,101,1706938193.67
0,0,90,101,85,101,1706938193.79
0,0,90,101,85,101,1706938193.9
0,0,44,44,44,44,1706938193.99
0,0,44,44,44,44,1706938194.06
0,0,44,44,44,44,1706938194.2
0,0,17,17,17,16,1706938194.3
0,0,17,17,17,16,1706938194.4
0,0,17,17,17,16,1706938194.51
0,0,17,17,17,16,1706938194.6
0,0,0,0,0,0,1706938194.71
0,0,0,0,0,0,1706938194.86
0,0,0,0,0,0,1706938194.93
0,0,0,0,0,0,1706938195.01
0,0,0,0,0,0,1706938195.11
0,0,0,0,0,0,1706938195.2
0,0,0,0,0,0,1706938195.35
0,0,0,0,0,0,1706938195.42
0,0,0,0,0,0,1706938195.5
0,0,0,0,0,0,1706938195.58
0,0,0,0,0,0,1706938195.71
0,0,0,0,0,0,1706938195.82
0,0,0,0,0,0,1706938195.92
0,0,0,0,0,0,1706938196.03
0,0,0,0,0,0,1706938196.15
0,0,0,0,0,0,1706938196.23
0,0,0,0,0,0,1706938196.38
0,0,0,0,0,0,1706938196.43
0,0,0,0,0,0,1706938196.6
0,0,0,0,0,0,1706938196.63
0,0,0,0,0,0,1706938196.75
0,0,0,0,0,0,1706938196.84
0,0,0,0,0,0,1706938196.95
0,0,0,0,0,0,1706938197.04
0,0.09,0,0,0,0,1706938197.18
0.7,0.35,0,0,0,0,1706938197.25
0.7,0.35,0,0,0,0,1706938197.35
0.7,0.35,0,0,0,0,1706938197.51
0.7,0.35,0,0,0,0,1706938197.53
0.7,0.35,27,38,28,37,1706938197.65
0.7,0.35,27,38,28,37,1706938197.74
0.38,0.75,27,38,28,37,1706938197.81
0,0.7,27,38,28,37,1706938197.99
0,0.7,27,38,28,37,1706938198.08
0,0.7,13,70,31,68,1706938198.17
0,0.7,-15,44,-53,58,1706938198.29
0,0.7,-15,44,-53,58,1706938198.39
0,0.7,-45,45,-31,27,1706938198.6
0,0.7,-45,45,-31,27,1706938198.6
0,0.3,-45,45,-31,27,1706938198.94
0,0,-45,45,-31,27,1706938198.94
0,0,-45,45,-31,27,1706938198.94
0,0,-45,45,-31,27,1706938198.97
0,0,-45,45,-31,27,1706938199.05
0,0,-32,36,-39,36,1706938199.17
0.7,0,-32,36,-39,36,1706938199.24
0.7,0,-32,36,-39,36,1706938199.38
0.7,0,-32,36,-39,36,1706938199.59
0.7,0,-32,36,-39,36,1706938199.59
0.7,0,-32,36,-39,36,1706938199.73
0.7,0,-32,36,-39,36,1706938199.8
0.7,0,52,52,52,50,1706938199.93
0.7,0,64,63,63,63,1706938200
0.7,0,64,63,63,63,1706938200.1
0.7,0,79,78,78,78,1706938200.17
0.7,0,79,78,78,78,1706938200.33
0.7,0,79,78,78,78,1706938200.41
0.7,0,79,78,78,78,1706938200.51
0.7,0,90,90,90,90,1706938200.61
0.7,-0.29,92,92,91,90,1706938200.72
0.7,-0.35,92,92,91,90,1706938200.82
0.7,-0.35,92,92,91,90,1706938200.93
0.7,-0.25,92,92,91,90,1706938201.02
0.7,0,101,82,102,80,1706938201.11
0.7,0,103,74,102,76,1706938201.22
0.7,0,103,74,102,76,1706938201.31
0.7,0,103,74,102,76,1706938201.44
0.7,-0.25,105,107,104,107,1706938201.52
0.7,-0.35,105,107,104,107,1706938201.63
0.7,-0.35,101,89,101,87,1706938201.74
0.7,-0.35,101,89,101,87,1706938201.81
0.7,0,101,81,102,82,1706938201.96
0.7,0,105,67,110,72,1706938202.05
0.7,0,105,67,110,72,1706938202.15
